n,m,dims,k,time_dist,time_sort,serial_parallel,distance_function,sort_function
15000,350,2,5,0.028725,0.062723,parallel,manhattan,quick
15000,450,2,5,0.114513,0.987909,serial,manhattan,quick
15000,450,2,5,0.038500,0.078463,parallel,manhattan,quick
20000,50,2,5,0.018693,0.193123,serial,manhattan,quick
20000,50,2,5,0.011164,0.016712,parallel,manhattan,quick
20000,150,2,5,0.051989,0.472724,serial,manhattan,quick
20000,150,2,5,0.022431,0.045396,parallel,manhattan,quick
20000,250,2,5,0.084764,0.757774,serial,manhattan,quick
20000,250,2,5,0.031810,0.052350,parallel,manhattan,quick
20000,350,2,5,0.119107,1.114303,serial,manhattan,quick
20000,350,2,5,0.037069,0.089706,parallel,manhattan,quick
20000,450,2,5,0.151935,1.405661,serial,manhattan,quick
20000,450,2,5,0.042855,0.100651,parallel,manhattan,quick
25000,50,2,5,0.023649,0.242220,serial,manhattan,quick
25000,50,2,5,0.007484,0.022800,parallel,manhattan,quick
25000,150,2,5,0.063351,0.599783,serial,manhattan,quick
25000,150,2,5,0.026787,0.047572,parallel,manhattan,quick
25000,250,2,5,0.089770,0.941482,serial,manhattan,quick
25000,250,2,5,0.040810,0.086609,parallel,manhattan,quick
25000,350,2,5,0.148943,1.352724,serial,manhattan,quick
25000,350,2,5,0.037484,0.099511,parallel,manhattan,quick
25000,450,2,5,0.191224,1.699045,serial,manhattan,quick
25000,450,2,5,0.052611,0.118618,parallel,manhattan,quick
30000,50,2,5,0.024949,0.289400,serial,manhattan,quick
30000,50,2,5,0.007983,0.028282,parallel,manhattan,quick
30000,150,2,5,0.077496,0.736932,serial,manhattan,quick
30000,150,2,5,0.017234,0.057636,parallel,manhattan,quick
30000,250,2,5,0.126029,1.236146,serial,manhattan,quick
30000,250,2,5,0.031390,0.090771,parallel,manhattan,quick
30000,350,2,5,0.177113,1.673943,serial,manhattan,quick
30000,350,2,5,0.043220,0.133209,parallel,manhattan,quick
30000,450,2,5,0.229319,2.145107,serial,manhattan,quick
30000,450,2,5,0.053291,0.145642,parallel,manhattan,quick
10000,50,2,5,0.019123,0.143398,serial,euclidean,merge
10000,50,2,5,0.005770,0.018597,parallel,euclidean,merge
10000,150,2,5,0.050889,0.356060,serial,euclidean,merge
10000,150,2,5,0.030350,0.031695,parallel,euclidean,merge
10000,250,2,5,0.063914,0.540617,serial,euclidean,merge
10000,250,2,5,0.019984,0.044227,parallel,euclidean,merge
10000,350,2,5,0.117129,0.860624,serial,euclidean,merge
10000,350,2,5,0.038274,0.074366,parallel,euclidean,merge
10000,450,2,5,0.152505,0.999066,serial,euclidean,merge
10000,450,2,5,0.039739,0.088234,parallel,euclidean,merge
15000,50,2,5,0.025071,0.214228,serial,euclidean,merge
15000,50,2,5,0.007705,0.025474,parallel,euclidean,merge
15000,150,2,5,0.075427,0.617518,serial,euclidean,merge
15000,150,2,5,0.020682,0.044139,parallel,euclidean,merge
15000,250,2,5,0.118741,0.836375,serial,euclidean,merge
15000,250,2,5,0.026428,0.072075,parallel,euclidean,merge
15000,350,2,5,0.177889,1.293929,serial,euclidean,merge
15000,350,2,5,0.033981,0.115743,parallel,euclidean,merge
15000,450,2,5,0.227499,1.613859,serial,euclidean,merge
15000,450,2,5,0.042323,0.124983,parallel,euclidean,merge
20000,50,2,5,0.029676,0.249305,serial,euclidean,merge
20000,50,2,5,0.008186,0.025713,parallel,euclidean,merge
20000,150,2,5,0.099840,0.705206,serial,euclidean,merge
20000,150,2,5,0.022407,0.055938,parallel,euclidean,merge
20000,250,2,5,0.137272,1.161545,serial,euclidean,merge
20000,250,2,5,0.030988,0.097258,parallel,euclidean,merge
20000,350,2,5,0.227373,1.594496,serial,euclidean,merge
20000,350,2,5,0.039810,0.131746,parallel,euclidean,merge
20000,450,2,5,0.277481,2.216850,serial,euclidean,merge
20000,450,2,5,0.058370,0.155070,parallel,euclidean,merge
25000,50,2,5,0.043153,0.366998,serial,euclidean,merge
25000,50,2,5,0.014285,0.034874,parallel,euclidean,merge
25000,150,2,5,0.125601,0.885246,serial,euclidean,merge
25000,150,2,5,0.021348,0.084305,parallel,euclidean,merge
25000,250,2,5,0.205088,1.611029,serial,euclidean,merge
25000,250,2,5,0.035386,0.115906,parallel,euclidean,merge
25000,350,2,5,0.279674,2.156052,serial,euclidean,merge
25000,350,2,5,0.046917,0.170006,parallel,euclidean,merge
25000,450,2,5,0.363211,2.798585,serial,euclidean,merge
25000,450,2,5,0.062412,0.194534,parallel,euclidean,merge
30000,50,2,5,0.046299,0.432821,serial,euclidean,merge
30000,50,2,5,0.008801,0.040224,parallel,euclidean,merge
30000,150,2,5,0.135588,1.060409,serial,euclidean,merge
30000,150,2,5,0.023784,0.106840,parallel,euclidean,merge
30000,250,2,5,0.249466,1.790304,serial,euclidean,merge
30000,250,2,5,0.035546,0.149427,parallel,euclidean,merge
30000,350,2,5,0.344798,2.858620,serial,euclidean,merge
30000,350,2,5,0.048815,0.180440,parallel,euclidean,merge
30000,450,2,5,0.385125,3.221705,serial,euclidean,merge
30000,450,2,5,0.060373,0.231822,parallel,euclidean,merge
10000,50,2,5,0.008650,0.134905,serial,manhattan,merge
10000,50,2,5,0.004169,0.020096,parallel,manhattan,merge
10000,150,2,5,0.026158,0.375524,serial,manhattan,merge
10000,150,2,5,0.017990,0.052604,parallel,manhattan,merge
10000,250,2,5,0.035927,0.541025,serial,manhattan,merge
10000,250,2,5,0.024242,0.055602,parallel,manhattan,merge
10000,350,2,5,0.059343,0.806365,serial,manhattan,merge
10000,350,2,5,0.028044,0.074743,parallel,manhattan,merge
10000,450,2,5,0.064640,1.046732,serial,manhattan,merge
10000,450,2,5,0.034803,0.089622,parallel,manhattan,merge
15000,50,2,5,0.012599,0.198924,serial,manhattan,merge
15000,50,2,5,0.006719,0.024330,parallel,manhattan,merge
15000,150,2,5,0.038603,0.585392,serial,manhattan,merge
15000,150,2,5,0.024623,0.052991,parallel,manhattan,merge
15000,250,2,5,0.062828,0.962687,serial,manhattan,merge
15000,250,2,5,0.027064,0.074303,parallel,manhattan,merge
15000,350,2,5,0.087913,1.296210,serial,manhattan,merge
15000,350,2,5,0.027963,0.107972,parallel,manhattan,merge
15000,450,2,5,0.117306,1.767671,serial,manhattan,merge
15000,450,2,5,0.040852,0.135252,parallel,manhattan,merge
20000,50,2,5,0.018905,0.270848,serial,manhattan,merge
20000,50,2,5,0.003787,0.029638,parallel,manhattan,merge
20000,150,2,5,0.054794,0.731772,serial,manhattan,merge
20000,150,2,5,0.022651,0.064165,parallel,manhattan,merge
20000,250,2,5,0.084589,1.152948,serial,manhattan,merge
20000,250,2,5,0.025764,0.096774,parallel,manhattan,merge
20000,350,2,5,0.119892,1.806484,serial,manhattan,merge
20000,350,2,5,0.045154,0.117419,parallel,manhattan,merge
20000,450,2,5,0.148984,2.057574,serial,manhattan,merge
20000,450,2,5,0.048228,0.168820,parallel,manhattan,merge
25000,50,2,5,0.022530,0.356807,serial,manhattan,merge
25000,50,2,5,0.008161,0.037220,parallel,manhattan,merge
25000,150,2,5,0.063415,1.031039,serial,manhattan,merge
25000,150,2,5,0.017947,0.085302,parallel,manhattan,merge
25000,250,2,5,0.106754,1.470914,serial,manhattan,merge
25000,250,2,5,0.039891,0.127963,parallel,manhattan,merge
25000,350,2,5,0.148693,2.195844,serial,manhattan,merge
25000,350,2,5,0.043052,0.146720,parallel,manhattan,merge
25000,450,2,5,0.193847,2.966669,serial,manhattan,merge
25000,450,2,5,0.051393,0.187487,parallel,manhattan,merge
30000,50,2,5,0.025095,0.441728,serial,manhattan,merge
30000,50,2,5,0.010619,0.035145,parallel,manhattan,merge
30000,150,2,5,0.058683,1.060089,serial,manhattan,merge
30000,150,2,5,0.025559,0.078703,parallel,manhattan,merge
30000,250,2,5,0.123431,2.023997,serial,manhattan,merge
30000,250,2,5,0.051054,0.138334,parallel,manhattan,merge
30000,350,2,5,0.176540,2.893817,serial,manhattan,merge
30000,350,2,5,0.072915,0.191982,parallel,manhattan,merge
30000,450,2,5,0.218410,3.172736,serial,manhattan,merge
30000,450,2,5,0.052633,0.221603,parallel,manhattan,merge
200,50,2,5,0.000619,0.005932,serial,euclidean,insertion
200,50,2,5,0.004911,0.000513,parallel,euclidean,insertion
200,150,2,5,0.001853,0.016149,serial,euclidean,insertion
200,150,2,5,0.000394,0.001994,parallel,euclidean,insertion
200,250,2,5,0.002795,0.026572,serial,euclidean,insertion
200,250,2,5,0.000549,0.003177,parallel,euclidean,insertion
200,350,2,5,0.003509,0.037128,serial,euclidean,insertion
200,350,2,5,0.000732,0.004302,parallel,euclidean,insertion
200,450,2,5,0.004220,0.047561,serial,euclidean,insertion
200,450,2,5,0.000848,0.005493,parallel,euclidean,insertion
300,50,2,5,0.000904,0.010428,serial,euclidean,insertion
300,50,2,5,0.000289,0.001698,parallel,euclidean,insertion
300,150,2,5,0.002390,0.026894,serial,euclidean,insertion
300,150,2,5,0.000385,0.003446,parallel,euclidean,insertion
300,250,2,5,0.003367,0.044668,serial,euclidean,insertion
300,250,2,5,0.001364,0.010052,parallel,euclidean,insertion
300,350,2,5,0.004779,0.065263,serial,euclidean,insertion
300,350,2,5,0.007067,0.011403,parallel,euclidean,insertion
300,450,2,5,0.005717,0.107040,serial,euclidean,insertion
300,450,2,5,0.013566,0.019135,parallel,euclidean,insertion
400,50,2,5,0.002130,0.017394,serial,euclidean,insertion
400,50,2,5,0.001056,0.002738,parallel,euclidean,insertion
400,150,2,5,0.004085,0.065510,serial,euclidean,insertion
400,150,2,5,0.004531,0.011580,parallel,euclidean,insertion
400,250,2,5,0.004527,0.105580,serial,euclidean,insertion
400,250,2,5,0.007630,0.016156,parallel,euclidean,insertion
400,350,2,5,0.006434,0.147878,serial,euclidean,insertion
400,350,2,5,0.016502,0.021883,parallel,euclidean,insertion
400,450,2,5,0.007338,0.190993,serial,euclidean,insertion
400,450,2,5,0.019565,0.029371,parallel,euclidean,insertion
500,50,2,5,0.001478,0.032892,serial,euclidean,insertion
500,50,2,5,0.002808,0.004280,parallel,euclidean,insertion
500,150,2,5,0.005433,0.097779,serial,euclidean,insertion
500,150,2,5,0.008272,0.010597,parallel,euclidean,insertion
500,250,2,5,0.005432,0.162848,serial,euclidean,insertion
500,250,2,5,0.013851,0.023588,parallel,euclidean,insertion
500,350,2,5,0.007201,0.227995,serial,euclidean,insertion
500,350,2,5,0.012698,0.029701,parallel,euclidean,insertion
500,450,2,5,0.009060,0.296631,serial,euclidean,insertion
500,450,2,5,0.009686,0.035286,parallel,euclidean,insertion
600,50,2,5,0.001759,0.046914,serial,euclidean,insertion
600,50,2,5,0.003750,0.008216,parallel,euclidean,insertion
600,150,2,5,0.004915,0.139846,serial,euclidean,insertion
600,150,2,5,0.007243,0.014904,parallel,euclidean,insertion
600,250,2,5,0.006213,0.233194,serial,euclidean,insertion
600,250,2,5,0.007421,0.026833,parallel,euclidean,insertion
600,350,2,5,0.008349,0.348719,serial,euclidean,insertion
600,350,2,5,0.014017,0.038580,parallel,euclidean,insertion
600,450,2,5,0.010508,0.358892,serial,euclidean,insertion
600,450,2,5,0.008607,0.034054,parallel,euclidean,insertion
200,50,2,5,0.000281,0.005994,serial,manhattan,insertion
200,50,2,5,0.002310,0.004727,parallel,manhattan,insertion
200,150,2,5,0.000826,0.016522,serial,manhattan,insertion
200,150,2,5,0.003899,0.004926,parallel,manhattan,insertion
200,250,2,5,0.001806,0.027307,serial,manhattan,insertion
200,250,2,5,0.000926,0.009530,parallel,manhattan,insertion
200,350,2,5,0.001476,0.037126,serial,manhattan,insertion
200,350,2,5,0.007642,0.005359,parallel,manhattan,insertion
200,450,2,5,0.003358,0.047743,serial,manhattan,insertion
200,450,2,5,0.004636,0.012647,parallel,manhattan,insertion
300,50,2,5,0.000475,0.013476,serial,manhattan,insertion
300,50,2,5,0.002878,0.006911,parallel,manhattan,insertion
300,150,2,5,0.001591,0.037538,serial,manhattan,insertion
300,150,2,5,0.003593,0.008545,parallel,manhattan,insertion
300,250,2,5,0.002241,0.059520,serial,manhattan,insertion
300,250,2,5,0.008444,0.008942,parallel,manhattan,insertion
300,350,2,5,0.002770,0.083168,serial,manhattan,insertion
300,350,2,5,0.010851,0.015569,parallel,manhattan,insertion
300,450,2,5,0.004366,0.106997,serial,manhattan,insertion
300,450,2,5,0.006940,0.015830,parallel,manhattan,insertion
400,50,2,5,0.000653,0.021676,serial,manhattan,insertion
400,50,2,5,0.003137,0.006905,parallel,manhattan,insertion
400,150,2,5,0.002226,0.063933,serial,manhattan,insertion
400,150,2,5,0.004827,0.009384,parallel,manhattan,insertion
400,250,2,5,0.002604,0.107178,serial,manhattan,insertion
400,250,2,5,0.008574,0.017218,parallel,manhattan,insertion
400,350,2,5,0.003920,0.147856,serial,manhattan,insertion
400,350,2,5,0.016749,0.023220,parallel,manhattan,insertion
400,450,2,5,0.004491,0.191327,serial,manhattan,insertion
400,450,2,5,0.009947,0.023807,parallel,manhattan,insertion
500,50,2,5,0.000685,0.033171,serial,manhattan,insertion
500,50,2,5,0.003831,0.009740,parallel,manhattan,insertion
500,150,2,5,0.002063,0.097717,serial,manhattan,insertion
500,150,2,5,0.004070,0.014283,parallel,manhattan,insertion
500,250,2,5,0.003138,0.162795,serial,manhattan,insertion
500,250,2,5,0.012837,0.017296,parallel,manhattan,insertion
500,350,2,5,0.004153,0.228020,serial,manhattan,insertion
500,350,2,5,0.013210,0.026836,parallel,manhattan,insertion
500,450,2,5,0.005162,0.288383,serial,manhattan,insertion
500,450,2,5,0.011109,0.031667,parallel,manhattan,insertion
600,50,2,5,0.000824,0.047337,serial,manhattan,insertion
600,50,2,5,0.003777,0.009321,parallel,manhattan,insertion
600,150,2,5,0.002420,0.139681,serial,manhattan,insertion
600,150,2,5,0.009828,0.017310,parallel,manhattan,insertion
600,250,2,5,0.003571,0.233191,serial,manhattan,insertion
600,250,2,5,0.009566,0.036459,parallel,manhattan,insertion
600,350,2,5,0.004888,0.326764,serial,manhattan,insertion
600,350,2,5,0.013504,0.033911,parallel,manhattan,insertion
600,450,2,5,0.006071,0.367701,serial,manhattan,insertion
600,450,2,5,0.010321,0.032712,parallel,manhattan,insertion
10000,50,2,5,0.017315,0.090177,serial,euclidean,quick
10000,50,2,5,0.003977,0.010510,parallel,euclidean,quick
10000,150,2,5,0.050666,0.257621,serial,euclidean,quick
10000,150,2,5,0.016478,0.022086,parallel,euclidean,quick
10000,250,2,5,0.064768,0.352905,serial,euclidean,quick
10000,250,2,5,0.021995,0.031866,parallel,euclidean,quick
10000,350,2,5,0.102738,0.518136,serial,euclidean,quick
10000,350,2,5,0.025925,0.045166,parallel,euclidean,quick
10000,450,2,5,0.151762,0.682990,serial,euclidean,quick
10000,450,2,5,0.069532,0.048001,parallel,euclidean,quick
15000,50,2,5,0.024851,0.140397,serial,euclidean,quick
15000,50,2,5,0.005985,0.015716,parallel,euclidean,quick
15000,150,2,5,0.061631,0.337407,serial,euclidean,quick
15000,150,2,5,0.017569,0.030416,parallel,euclidean,quick
15000,250,2,5,0.124417,0.600158,serial,euclidean,quick
15000,250,2,5,0.044062,0.049536,parallel,euclidean,quick
15000,350,2,5,0.174538,0.782045,serial,euclidean,quick
15000,350,2,5,0.034724,0.061527,parallel,euclidean,quick
15000,450,2,5,0.224930,1.005219,serial,euclidean,quick
15000,450,2,5,0.045329,0.078119,parallel,euclidean,quick
20000,50,2,5,0.033181,0.191922,serial,euclidean,quick
20000,50,2,5,0.012098,0.018427,parallel,euclidean,quick
20000,150,2,5,0.100537,0.462922,serial,euclidean,quick
20000,150,2,5,0.024895,0.039266,parallel,euclidean,quick
20000,250,2,5,0.167486,0.819626,serial,euclidean,quick
20000,250,2,5,0.036039,0.057528,parallel,euclidean,quick
20000,350,2,5,0.223877,1.041081,serial,euclidean,quick
20000,350,2,5,0.046895,0.075379,parallel,euclidean,quick
20000,450,2,5,0.280085,1.301359,serial,euclidean,quick
20000,450,2,5,0.052016,0.097250,parallel,euclidean,quick
25000,50,2,5,0.041883,0.240259,serial,euclidean,quick
25000,50,2,5,0.008689,0.020032,parallel,euclidean,quick
25000,150,2,5,0.100412,0.600317,serial,euclidean,quick
25000,150,2,5,0.029666,0.044054,parallel,euclidean,quick
25000,250,2,5,0.208500,0.970554,serial,euclidean,quick
25000,250,2,5,0.032403,0.065381,parallel,euclidean,quick
25000,350,2,5,0.272444,1.452204,serial,euclidean,quick
25000,350,2,5,0.045978,0.094247,parallel,euclidean,quick
25000,450,2,5,0.355559,1.902014,serial,euclidean,quick
25000,450,2,5,0.056127,0.118144,parallel,euclidean,quick
30000,50,2,5,0.052034,0.286038,serial,euclidean,quick
30000,50,2,5,0.009050,0.022356,parallel,euclidean,quick
30000,150,2,5,0.141360,0.759206,serial,euclidean,quick
30000,150,2,5,0.055034,0.059830,parallel,euclidean,quick
30000,250,2,5,0.191412,1.213777,serial,euclidean,quick
30000,250,2,5,0.040466,0.086763,parallel,euclidean,quick
30000,350,2,5,0.331405,1.603404,serial,euclidean,quick
30000,350,2,5,0.049334,0.119838,parallel,euclidean,quick
30000,450,2,5,0.424622,2.101642,serial,euclidean,quick
30000,450,2,5,0.062900,0.140521,parallel,euclidean,quick
10000,50,2,5,0.010720,0.090208,serial,manhattan,quick
10000,50,2,5,0.006995,0.010857,parallel,manhattan,quick
10000,150,2,5,0.026033,0.253019,serial,manhattan,quick
10000,150,2,5,0.011918,0.025577,parallel,manhattan,quick
10000,250,2,5,0.033436,0.348841,serial,manhattan,quick
10000,250,2,5,0.026163,0.037918,parallel,manhattan,quick
10000,350,2,5,0.060343,0.581457,serial,manhattan,quick
10000,350,2,5,0.027063,0.043541,parallel,manhattan,quick
10000,450,2,5,0.077058,0.665897,serial,manhattan,quick
10000,450,2,5,0.048250,0.082490,parallel,manhattan,quick
15000,50,2,5,0.015209,0.142675,serial,manhattan,quick
15000,50,2,5,0.007823,0.014840,parallel,manhattan,quick
15000,150,2,5,0.041169,0.385472,serial,manhattan,quick
15000,150,2,5,0.015313,0.031037,parallel,manhattan,quick
15000,250,2,5,0.063506,0.558853,serial,manhattan,quick
15000,250,2,5,0.030648,0.043791,parallel,manhattan,quick
15000,350,2,5,0.088083,0.916698,serial,manhattan,quick
15000,350,2,5,0.035406,0.067404,parallel,manhattan,quick
15000,450,2,5,0.115854,1.052565,serial,manhattan,quick
15000,450,2,5,0.041218,0.077365,parallel,manhattan,quick
20000,50,2,5,0.019126,0.193343,serial,manhattan,quick
20000,50,2,5,0.007361,0.019768,parallel,manhattan,quick
20000,150,2,5,0.051388,0.498131,serial,manhattan,quick
20000,150,2,5,0.020328,0.043623,parallel,manhattan,quick
20000,250,2,5,0.085163,0.804032,serial,manhattan,quick
20000,250,2,5,0.060243,0.055683,parallel,manhattan,quick
20000,350,2,5,0.120189,1.109089,serial,manhattan,quick
20000,350,2,5,0.045668,0.066716,parallel,manhattan,quick
20000,450,2,5,0.136303,1.482030,serial,manhattan,quick
20000,450,2,5,0.048003,0.089424,parallel,manhattan,quick
25000,50,2,5,0.017763,0.187579,serial,manhattan,quick
25000,50,2,5,0.013257,0.026852,parallel,manhattan,quick
25000,150,2,5,0.069040,0.666750,serial,manhattan,quick
25000,150,2,5,0.026519,0.054380,parallel,manhattan,quick
25000,250,2,5,0.106432,1.100079,serial,manhattan,quick
25000,250,2,5,0.031682,0.067812,parallel,manhattan,quick
25000,350,2,5,0.154550,1.465642,serial,manhattan,quick
25000,350,2,5,0.038454,0.087968,parallel,manhattan,quick
25000,450,2,5,0.192307,1.812041,serial,manhattan,quick
25000,450,2,5,0.046816,0.111726,parallel,manhattan,quick
30000,50,2,5,0.024934,0.283552,serial,manhattan,quick
30000,50,2,5,0.009130,0.026965,parallel,manhattan,quick
30000,150,2,5,0.075867,0.724416,serial,manhattan,quick
30000,150,2,5,0.019310,0.057738,parallel,manhattan,quick
30000,250,2,5,0.114221,1.201312,serial,manhattan,quick
30000,250,2,5,0.037326,0.088141,parallel,manhattan,quick
30000,350,2,5,0.178181,1.665020,serial,manhattan,quick
30000,350,2,5,0.040868,0.116562,parallel,manhattan,quick
30000,450,2,5,0.230745,2.099353,serial,manhattan,quick
30000,450,2,5,0.054537,0.136550,parallel,manhattan,quick
10000,50,2,5,0.016837,0.145149,serial,euclidean,merge
10000,50,2,5,0.005529,0.020041,parallel,euclidean,merge
10000,150,2,5,0.040756,0.331774,serial,euclidean,merge
10000,150,2,5,0.014656,0.040152,parallel,euclidean,merge
10000,250,2,5,0.083613,0.600140,serial,euclidean,merge
10000,250,2,5,0.030438,0.052494,parallel,euclidean,merge
10000,350,2,5,0.123201,0.826284,serial,euclidean,merge
10000,350,2,5,0.029528,0.070054,parallel,euclidean,merge
10000,450,2,5,0.148194,1.008175,serial,euclidean,merge
10000,450,2,5,0.040663,0.086642,parallel,euclidean,merge
15000,50,2,5,0.025947,0.223639,serial,euclidean,merge
15000,50,2,5,0.014033,0.024583,parallel,euclidean,merge
15000,150,2,5,0.062813,0.525386,serial,euclidean,merge
15000,150,2,5,0.040991,0.053961,parallel,euclidean,merge
15000,250,2,5,0.124673,0.940409,serial,euclidean,merge
15000,250,2,5,0.026211,0.072922,parallel,euclidean,merge
15000,350,2,5,0.175613,1.367537,serial,euclidean,merge
15000,350,2,5,0.040981,0.104826,parallel,euclidean,merge
15000,450,2,5,0.229318,1.710559,serial,euclidean,merge
15000,450,2,5,0.045526,0.118274,parallel,euclidean,merge
20000,50,2,5,0.034554,0.296116,serial,euclidean,merge
20000,50,2,5,0.015218,0.030519,parallel,euclidean,merge
20000,150,2,5,0.099599,0.740245,serial,euclidean,merge
20000,150,2,5,0.022900,0.058715,parallel,euclidean,merge
20000,250,2,5,0.167508,1.239569,serial,euclidean,merge
20000,250,2,5,0.033866,0.097774,parallel,euclidean,merge
20000,350,2,5,0.231326,1.836825,serial,euclidean,merge
20000,350,2,5,0.049738,0.139664,parallel,euclidean,merge
20000,450,2,5,0.306888,2.237592,serial,euclidean,merge
20000,450,2,5,0.059409,0.154575,parallel,euclidean,merge
25000,50,2,5,0.038609,0.341615,serial,euclidean,merge
25000,50,2,5,0.010570,0.030922,parallel,euclidean,merge
25000,150,2,5,0.125949,0.883593,serial,euclidean,merge
25000,150,2,5,0.022783,0.079111,parallel,euclidean,merge
25000,250,2,5,0.208923,1.468640,serial,euclidean,merge
25000,250,2,5,0.035382,0.114272,parallel,euclidean,merge
25000,350,2,5,0.293944,2.340540,serial,euclidean,merge
25000,350,2,5,0.045588,0.165714,parallel,euclidean,merge
25000,450,2,5,0.353355,2.831694,serial,euclidean,merge
25000,450,2,5,0.061032,0.195818,parallel,euclidean,merge
30000,50,2,5,0.050129,0.427770,serial,euclidean,merge
30000,50,2,5,0.013816,0.039895,parallel,euclidean,merge
30000,150,2,5,0.151640,1.133993,serial,euclidean,merge
30000,150,2,5,0.022841,0.084374,parallel,euclidean,merge
30000,250,2,5,0.248066,1.881767,serial,euclidean,merge
30000,250,2,5,0.039791,0.129640,parallel,euclidean,merge
30000,350,2,5,0.324755,2.802819,serial,euclidean,merge
30000,350,2,5,0.055858,0.194762,parallel,euclidean,merge
30000,450,2,5,0.420229,3.379404,serial,euclidean,merge
30000,450,2,5,0.064400,0.225178,parallel,euclidean,merge
10000,50,2,5,0.008696,0.143530,serial,manhattan,merge
10000,50,2,5,0.006508,0.019506,parallel,manhattan,merge
10000,150,2,5,0.025771,0.355089,serial,manhattan,merge
10000,150,2,5,0.023471,0.032843,parallel,manhattan,merge
10000,250,2,5,0.042576,0.639529,serial,manhattan,merge
10000,250,2,5,0.018773,0.057794,parallel,manhattan,merge
10000,350,2,5,0.059802,0.827223,serial,manhattan,merge
10000,350,2,5,0.029821,0.073592,parallel,manhattan,merge
10000,450,2,5,0.077868,1.074840,serial,manhattan,merge
10000,450,2,5,0.041178,0.088047,parallel,manhattan,merge
15000,50,2,5,0.011034,0.188593,serial,manhattan,merge
15000,50,2,5,0.009554,0.025872,parallel,manhattan,merge
15000,150,2,5,0.041074,0.561244,serial,manhattan,merge
15000,150,2,5,0.026158,0.052656,parallel,manhattan,merge
15000,250,2,5,0.056461,0.860788,serial,manhattan,merge
15000,250,2,5,0.034266,0.071087,parallel,manhattan,merge
15000,350,2,5,0.088746,1.242826,serial,manhattan,merge
15000,350,2,5,0.033084,0.108604,parallel,manhattan,merge
15000,450,2,5,0.101187,1.604598,serial,manhattan,merge
15000,450,2,5,0.038271,0.128938,parallel,manhattan,merge
20000,50,2,5,0.016810,0.289579,serial,manhattan,merge
20000,50,2,5,0.006788,0.029422,parallel,manhattan,merge
20000,150,2,5,0.043119,0.773303,serial,manhattan,merge
20000,150,2,5,0.024872,0.057873,parallel,manhattan,merge
20000,250,2,5,0.084206,1.256249,serial,manhattan,merge
20000,250,2,5,0.032699,0.109182,parallel,manhattan,merge
20000,350,2,5,0.124335,2.016509,serial,manhattan,merge
20000,350,2,5,0.036801,0.121134,parallel,manhattan,merge
20000,450,2,5,0.153909,2.308178,serial,manhattan,merge
20000,450,2,5,0.048815,0.162866,parallel,manhattan,merge
25000,50,2,5,0.022878,0.361036,serial,manhattan,merge
25000,50,2,5,0.009864,0.033087,parallel,manhattan,merge
25000,150,2,5,0.048268,0.924400,serial,manhattan,merge
25000,150,2,5,0.024319,0.067322,parallel,manhattan,merge
25000,250,2,5,0.107519,1.608040,serial,manhattan,merge
25000,250,2,5,0.035455,0.125007,parallel,manhattan,merge
25000,350,2,5,0.149686,2.163572,serial,manhattan,merge
25000,350,2,5,0.042112,0.150600,parallel,manhattan,merge
25000,450,2,5,0.189609,2.848043,serial,manhattan,merge
25000,450,2,5,0.049671,0.200793,parallel,manhattan,merge
30000,50,2,5,0.027450,0.417400,serial,manhattan,merge
30000,50,2,5,0.014976,0.040788,parallel,manhattan,merge
30000,150,2,5,0.065147,1.077050,serial,manhattan,merge
30000,150,2,5,0.024526,0.086810,parallel,manhattan,merge
30000,250,2,5,0.098422,1.918616,serial,manhattan,merge
30000,250,2,5,0.037540,0.142645,parallel,manhattan,merge
30000,350,2,5,0.134033,2.492495,serial,manhattan,merge
30000,350,2,5,0.043273,0.194596,parallel,manhattan,merge
30000,450,2,5,0.195656,3.317419,serial,manhattan,merge
30000,450,2,5,0.086524,0.238436,parallel,manhattan,merge
200,50,2,5,0.000618,0.005928,serial,euclidean,insertion
200,50,2,5,0.002627,0.005379,parallel,euclidean,insertion
200,150,2,5,0.001868,0.016157,serial,euclidean,insertion
200,150,2,5,0.000388,0.001616,parallel,euclidean,insertion
200,250,2,5,0.002770,0.026563,serial,euclidean,insertion
200,250,2,5,0.000559,0.003137,parallel,euclidean,insertion
200,350,2,5,0.003523,0.037118,serial,euclidean,insertion
200,350,2,5,0.000714,0.004300,parallel,euclidean,insertion
200,450,2,5,0.004203,0.047673,serial,euclidean,insertion
200,450,2,5,0.000876,0.005754,parallel,euclidean,insertion
300,50,2,5,0.000905,0.012491,serial,euclidean,insertion
300,50,2,5,0.000235,0.001591,parallel,euclidean,insertion
300,150,2,5,0.002534,0.033694,serial,euclidean,insertion
300,150,2,5,0.000486,0.003853,parallel,euclidean,insertion
300,250,2,5,0.003374,0.044720,serial,euclidean,insertion
300,250,2,5,0.002327,0.007078,parallel,euclidean,insertion
300,350,2,5,0.004358,0.062425,serial,euclidean,insertion
300,350,2,5,0.009817,0.017187,parallel,euclidean,insertion
300,450,2,5,0.006885,0.107213,serial,euclidean,insertion
300,450,2,5,0.011177,0.019907,parallel,euclidean,insertion
400,50,2,5,0.002182,0.023027,serial,euclidean,insertion
400,50,2,5,0.003788,0.007494,parallel,euclidean,insertion
400,150,2,5,0.004216,0.063357,serial,euclidean,insertion
400,150,2,5,0.003553,0.013127,parallel,euclidean,insertion
