n,m,dims,k,time_dist,time_sort,serial_parallel,distance_function,sort_function
10000,150,2,5,0.020516,0.026475,parallel,manhattan,quick
10000,250,2,5,0.043736,0.400785,serial,manhattan,quick
10000,250,2,5,0.024811,0.034155,parallel,manhattan,quick
10000,350,2,5,0.060515,0.505570,serial,manhattan,quick
10000,350,2,5,0.029008,0.040389,parallel,manhattan,quick
10000,450,2,5,0.077858,0.693794,serial,manhattan,quick
10000,450,2,5,0.031995,0.052729,parallel,manhattan,quick
15000,50,2,5,0.012557,0.139100,serial,manhattan,quick
15000,50,2,5,0.006821,0.018789,parallel,manhattan,quick
15000,150,2,5,0.038318,0.354050,serial,manhattan,quick
15000,150,2,5,0.021850,0.037043,parallel,manhattan,quick
15000,250,2,5,0.063438,0.590555,serial,manhattan,quick
15000,250,2,5,0.024547,0.045262,parallel,manhattan,quick
15000,350,2,5,0.089952,0.846176,serial,manhattan,quick
15000,350,2,5,0.036256,0.066360,parallel,manhattan,quick
15000,450,2,5,0.115618,1.030467,serial,manhattan,quick
15000,450,2,5,0.040223,0.083805,parallel,manhattan,quick
20000,50,2,5,0.018166,0.192310,serial,manhattan,quick
20000,50,2,5,0.005951,0.021960,parallel,manhattan,quick
20000,150,2,5,0.050941,0.487581,serial,manhattan,quick
20000,150,2,5,0.021452,0.039727,parallel,manhattan,quick
20000,250,2,5,0.085762,0.757067,serial,manhattan,quick
20000,250,2,5,0.035299,0.055615,parallel,manhattan,quick
20000,350,2,5,0.118861,1.208771,serial,manhattan,quick
20000,350,2,5,0.032317,0.081016,parallel,manhattan,quick
20000,450,2,5,0.153310,1.402685,serial,manhattan,quick
20000,450,2,5,0.048765,0.097934,parallel,manhattan,quick
25000,50,2,5,0.020811,0.237084,serial,manhattan,quick
25000,50,2,5,0.006553,0.020166,parallel,manhattan,quick
25000,150,2,5,0.063369,0.610456,serial,manhattan,quick
25000,150,2,5,0.032606,0.084278,parallel,manhattan,quick
25000,250,2,5,0.102969,1.028266,serial,manhattan,quick
25000,250,2,5,0.032144,0.071407,parallel,manhattan,quick
25000,350,2,5,0.145873,1.369160,serial,manhattan,quick
25000,350,2,5,0.049360,0.090228,parallel,manhattan,quick
25000,450,2,5,0.187425,1.886843,serial,manhattan,quick
25000,450,2,5,0.048195,0.103190,parallel,manhattan,quick
30000,50,2,5,0.022730,0.253657,serial,manhattan,quick
30000,50,2,5,0.010453,0.023377,parallel,manhattan,quick
30000,150,2,5,0.075831,0.707975,serial,manhattan,quick
30000,150,2,5,0.019357,0.062769,parallel,manhattan,quick
30000,250,2,5,0.103519,1.160520,serial,manhattan,quick
30000,250,2,5,0.033449,0.086563,parallel,manhattan,quick
30000,350,2,5,0.176024,1.703773,serial,manhattan,quick
30000,350,2,5,0.046570,0.099974,parallel,manhattan,quick
30000,450,2,5,0.220014,2.327771,serial,manhattan,quick
30000,450,2,5,0.055914,0.133289,parallel,manhattan,quick
10000,50,2,5,0.013991,0.114979,serial,euclidean,merge
10000,50,2,5,0.003498,0.018580,parallel,euclidean,merge
10000,150,2,5,0.042297,0.332205,serial,euclidean,merge
10000,150,2,5,0.016063,0.037013,parallel,euclidean,merge
10000,250,2,5,0.086572,0.598311,serial,euclidean,merge
10000,250,2,5,0.025091,0.052030,parallel,euclidean,merge
10000,350,2,5,0.118990,0.861359,serial,euclidean,merge
10000,350,2,5,0.030541,0.074384,parallel,euclidean,merge
10000,450,2,5,0.151853,1.049496,serial,euclidean,merge
10000,450,2,5,0.037347,0.081995,parallel,euclidean,merge
15000,50,2,5,0.026326,0.221199,serial,euclidean,merge
15000,50,2,5,0.005967,0.024539,parallel,euclidean,merge
15000,150,2,5,0.059684,0.502161,serial,euclidean,merge
15000,150,2,5,0.026303,0.051022,parallel,euclidean,merge
15000,250,2,5,0.095138,0.856646,serial,euclidean,merge
15000,250,2,5,0.037366,0.080028,parallel,euclidean,merge
15000,350,2,5,0.177839,1.206904,serial,euclidean,merge
15000,350,2,5,0.038304,0.105271,parallel,euclidean,merge
15000,450,2,5,0.222258,1.644479,serial,euclidean,merge
15000,450,2,5,0.045888,0.128585,parallel,euclidean,merge
20000,50,2,5,0.033090,0.304888,serial,euclidean,merge
20000,50,2,5,0.009726,0.029220,parallel,euclidean,merge
20000,150,2,5,0.102641,0.734175,serial,euclidean,merge
20000,150,2,5,0.024661,0.055625,parallel,euclidean,merge
20000,250,2,5,0.161301,1.167672,serial,euclidean,merge
20000,250,2,5,0.034410,0.087499,parallel,euclidean,merge
20000,350,2,5,0.226540,1.711919,serial,euclidean,merge
20000,350,2,5,0.042220,0.134548,parallel,euclidean,merge
20000,450,2,5,0.269151,2.082263,serial,euclidean,merge
20000,450,2,5,0.052979,0.166404,parallel,euclidean,merge
25000,50,2,5,0.043329,0.355155,serial,euclidean,merge
25000,50,2,5,0.012499,0.034814,parallel,euclidean,merge
25000,150,2,5,0.096979,0.879969,serial,euclidean,merge
25000,150,2,5,0.027765,0.069172,parallel,euclidean,merge
25000,250,2,5,0.209829,1.474444,serial,euclidean,merge
25000,250,2,5,0.038569,0.117170,parallel,euclidean,merge
25000,350,2,5,0.278071,2.250860,serial,euclidean,merge
25000,350,2,5,0.051900,0.150190,parallel,euclidean,merge
25000,450,2,5,0.329863,2.915144,serial,euclidean,merge
25000,450,2,5,0.055341,0.200361,parallel,euclidean,merge
30000,50,2,5,0.050765,0.445042,serial,euclidean,merge
30000,50,2,5,0.015759,0.039427,parallel,euclidean,merge
30000,150,2,5,0.152294,1.133358,serial,euclidean,merge
30000,150,2,5,0.024409,0.091411,parallel,euclidean,merge
30000,250,2,5,0.236157,1.921468,serial,euclidean,merge
30000,250,2,5,0.038295,0.137478,parallel,euclidean,merge
30000,350,2,5,0.339360,2.811827,serial,euclidean,merge
30000,350,2,5,0.049185,0.191507,parallel,euclidean,merge
30000,450,2,5,0.452132,3.474945,serial,euclidean,merge
30000,450,2,5,0.062135,0.226849,parallel,euclidean,merge
10000,50,2,5,0.010983,0.143201,serial,manhattan,merge
10000,50,2,5,0.004477,0.018176,parallel,manhattan,merge
10000,150,2,5,0.019717,0.326419,serial,manhattan,merge
10000,150,2,5,0.017728,0.038278,parallel,manhattan,merge
10000,250,2,5,0.043888,0.601915,serial,manhattan,merge
10000,250,2,5,0.027963,0.054759,parallel,manhattan,merge
10000,350,2,5,0.059565,0.849764,serial,manhattan,merge
10000,350,2,5,0.034213,0.074535,parallel,manhattan,merge
10000,450,2,5,0.077311,0.995607,serial,manhattan,merge
10000,450,2,5,0.035353,0.084867,parallel,manhattan,merge
15000,50,2,5,0.013890,0.223227,serial,manhattan,merge
15000,50,2,5,0.012369,0.020820,parallel,manhattan,merge
15000,150,2,5,0.038187,0.576329,serial,manhattan,merge
15000,150,2,5,0.017601,0.053519,parallel,manhattan,merge
15000,250,2,5,0.067359,0.935328,serial,manhattan,merge
15000,250,2,5,0.025190,0.061185,parallel,manhattan,merge
15000,350,2,5,0.088599,1.338968,serial,manhattan,merge
15000,350,2,5,0.037690,0.097232,parallel,manhattan,merge
15000,450,2,5,0.117610,1.746712,serial,manhattan,merge
15000,450,2,5,0.039220,0.145692,parallel,manhattan,merge
20000,50,2,5,0.018881,0.293979,serial,manhattan,merge
20000,50,2,5,0.009606,0.030131,parallel,manhattan,merge
20000,150,2,5,0.042782,0.691409,serial,manhattan,merge
20000,150,2,5,0.021523,0.062710,parallel,manhattan,merge
20000,250,2,5,0.084839,1.199813,serial,manhattan,merge
20000,250,2,5,0.029608,0.099662,parallel,manhattan,merge
20000,350,2,5,0.121424,1.810788,serial,manhattan,merge
20000,350,2,5,0.047771,0.135975,parallel,manhattan,merge
20000,450,2,5,0.155401,2.320779,serial,manhattan,merge
20000,450,2,5,0.046091,0.152342,parallel,manhattan,merge
25000,50,2,5,0.020742,0.352272,serial,manhattan,merge
25000,50,2,5,0.014077,0.043612,parallel,manhattan,merge
25000,150,2,5,0.064281,0.914660,serial,manhattan,merge
25000,150,2,5,0.018648,0.077653,parallel,manhattan,merge
25000,250,2,5,0.105421,1.484262,serial,manhattan,merge
25000,250,2,5,0.030202,0.113960,parallel,manhattan,merge
25000,350,2,5,0.148919,2.364708,serial,manhattan,merge
25000,350,2,5,0.040628,0.152864,parallel,manhattan,merge
25000,450,2,5,0.191027,2.998971,serial,manhattan,merge
25000,450,2,5,0.053228,0.222515,parallel,manhattan,merge
30000,50,2,5,0.027594,0.424074,serial,manhattan,merge
30000,50,2,5,0.012095,0.033857,parallel,manhattan,merge
30000,150,2,5,0.075138,1.077178,serial,manhattan,merge
30000,150,2,5,0.026271,0.087372,parallel,manhattan,merge
30000,250,2,5,0.132849,2.003232,serial,manhattan,merge
30000,250,2,5,0.030055,0.149660,parallel,manhattan,merge
30000,350,2,5,0.179735,2.817089,serial,manhattan,merge
30000,350,2,5,0.038602,0.177797,parallel,manhattan,merge
30000,450,2,5,0.225635,3.492121,serial,manhattan,merge
30000,450,2,5,0.053226,0.237072,parallel,manhattan,merge
200,50,2,5,0.001183,0.007643,serial,euclidean,insertion
200,50,2,5,0.002375,0.005235,parallel,euclidean,insertion
200,150,2,5,0.001864,0.016247,serial,euclidean,insertion
200,150,2,5,0.000338,0.001400,parallel,euclidean,insertion
200,250,2,5,0.002792,0.026606,serial,euclidean,insertion
200,250,2,5,0.000539,0.002745,parallel,euclidean,insertion
200,350,2,5,0.003512,0.035761,serial,euclidean,insertion
200,350,2,5,0.000671,0.004346,parallel,euclidean,insertion
200,450,2,5,0.003903,0.036133,serial,euclidean,insertion
200,450,2,5,0.000843,0.005736,parallel,euclidean,insertion
300,50,2,5,0.000844,0.010203,serial,euclidean,insertion
300,50,2,5,0.000252,0.001571,parallel,euclidean,insertion
300,150,2,5,0.002379,0.026813,serial,euclidean,insertion
300,150,2,5,0.000446,0.003893,parallel,euclidean,insertion
300,250,2,5,0.003352,0.044719,serial,euclidean,insertion
300,250,2,5,0.005730,0.014985,parallel,euclidean,insertion
300,350,2,5,0.004244,0.062249,serial,euclidean,insertion
300,350,2,5,0.007470,0.008154,parallel,euclidean,insertion
300,450,2,5,0.006224,0.107116,serial,euclidean,insertion
300,450,2,5,0.012515,0.020923,parallel,euclidean,insertion
400,50,2,5,0.001201,0.021520,serial,euclidean,insertion
400,50,2,5,0.002812,0.005537,parallel,euclidean,insertion
400,150,2,5,0.004404,0.064379,serial,euclidean,insertion
400,150,2,5,0.004160,0.011987,parallel,euclidean,insertion
400,250,2,5,0.004639,0.105927,serial,euclidean,insertion
400,250,2,5,0.017707,0.015697,parallel,euclidean,insertion
400,350,2,5,0.006040,0.148000,serial,euclidean,insertion
400,350,2,5,0.015864,0.021093,parallel,euclidean,insertion
400,450,2,5,0.008395,0.191003,serial,euclidean,insertion
400,450,2,5,0.014961,0.026624,parallel,euclidean,insertion
500,50,2,5,0.001753,0.033231,serial,euclidean,insertion
500,50,2,5,0.004071,0.008082,parallel,euclidean,insertion
500,150,2,5,0.003645,0.097823,serial,euclidean,insertion
500,150,2,5,0.007921,0.013270,parallel,euclidean,insertion
500,250,2,5,0.005446,0.163156,serial,euclidean,insertion
500,250,2,5,0.010066,0.020859,parallel,euclidean,insertion
500,350,2,5,0.007325,0.228207,serial,euclidean,insertion
500,350,2,5,0.020946,0.037533,parallel,euclidean,insertion
500,450,2,5,0.011767,0.292015,serial,euclidean,insertion
500,450,2,5,0.017612,0.032690,parallel,euclidean,insertion
600,50,2,5,0.001784,0.046932,serial,euclidean,insertion
600,50,2,5,0.002226,0.007426,parallel,euclidean,insertion
600,150,2,5,0.004127,0.139712,serial,euclidean,insertion
600,150,2,5,0.003220,0.027519,parallel,euclidean,insertion
600,250,2,5,0.006959,0.235596,serial,euclidean,insertion
600,250,2,5,0.013645,0.028375,parallel,euclidean,insertion
600,350,2,5,0.009040,0.311933,serial,euclidean,insertion
600,350,2,5,0.014530,0.030946,parallel,euclidean,insertion
600,450,2,5,0.010424,0.364765,serial,euclidean,insertion
600,450,2,5,0.013450,0.043499,parallel,euclidean,insertion
200,50,2,5,0.000296,0.006008,serial,manhattan,insertion
200,50,2,5,0.002341,0.003606,parallel,manhattan,insertion
200,150,2,5,0.000785,0.014857,serial,manhattan,insertion
200,150,2,5,0.003278,0.003339,parallel,manhattan,insertion
200,250,2,5,0.001798,0.030722,serial,manhattan,insertion
200,250,2,5,0.004607,0.005075,parallel,manhattan,insertion
200,350,2,5,0.003130,0.037287,serial,manhattan,insertion
200,350,2,5,0.004596,0.004138,parallel,manhattan,insertion
200,450,2,5,0.003391,0.047840,serial,manhattan,insertion
200,450,2,5,0.009765,0.011333,parallel,manhattan,insertion
300,50,2,5,0.000651,0.015540,serial,manhattan,insertion
300,50,2,5,0.003736,0.006943,parallel,manhattan,insertion
300,150,2,5,0.001227,0.036091,serial,manhattan,insertion
300,150,2,5,0.003261,0.012921,parallel,manhattan,insertion
300,250,2,5,0.002291,0.060755,serial,manhattan,insertion
300,250,2,5,0.003813,0.012804,parallel,manhattan,insertion
300,350,2,5,0.002775,0.083205,serial,manhattan,insertion
300,350,2,5,0.011861,0.013612,parallel,manhattan,insertion
300,450,2,5,0.004315,0.106922,serial,manhattan,insertion
300,450,2,5,0.012171,0.013826,parallel,manhattan,insertion
400,50,2,5,0.000557,0.021712,serial,manhattan,insertion
400,50,2,5,0.004186,0.012019,parallel,manhattan,insertion
400,150,2,5,0.001472,0.065079,serial,manhattan,insertion
400,150,2,5,0.006232,0.015579,parallel,manhattan,insertion
400,250,2,5,0.002988,0.107054,serial,manhattan,insertion
400,250,2,5,0.009035,0.012856,parallel,manhattan,insertion
400,350,2,5,0.003474,0.147712,serial,manhattan,insertion
400,350,2,5,0.015651,0.033511,parallel,manhattan,insertion
400,450,2,5,0.004257,0.190042,serial,manhattan,insertion
400,450,2,5,0.016977,0.025116,parallel,manhattan,insertion
500,50,2,5,0.000711,0.033133,serial,manhattan,insertion
500,50,2,5,0.003589,0.009279,parallel,manhattan,insertion
500,150,2,5,0.002109,0.097855,serial,manhattan,insertion
500,150,2,5,0.004838,0.016993,parallel,manhattan,insertion
500,250,2,5,0.003141,0.162797,serial,manhattan,insertion
500,250,2,5,0.013920,0.025472,parallel,manhattan,insertion
500,350,2,5,0.004283,0.228076,serial,manhattan,insertion
500,350,2,5,0.015673,0.023785,parallel,manhattan,insertion
500,450,2,5,0.005152,0.288489,serial,manhattan,insertion
500,450,2,5,0.012691,0.035464,parallel,manhattan,insertion
600,50,2,5,0.000854,0.047290,serial,manhattan,insertion
600,50,2,5,0.004090,0.010447,parallel,manhattan,insertion
600,150,2,5,0.002401,0.139746,serial,manhattan,insertion
600,150,2,5,0.011449,0.026435,parallel,manhattan,insertion
600,250,2,5,0.005769,0.236315,serial,manhattan,insertion
600,250,2,5,0.010395,0.028328,parallel,manhattan,insertion
600,350,2,5,0.004784,0.333120,serial,manhattan,insertion
600,350,2,5,0.017581,0.030421,parallel,manhattan,insertion
600,450,2,5,0.004980,0.317030,serial,manhattan,insertion
600,450,2,5,0.011290,0.038097,parallel,manhattan,insertion
10000,50,2,5,0.017035,0.090253,serial,euclidean,quick
10000,50,2,5,0.005294,0.011397,parallel,euclidean,quick
10000,150,2,5,0.050700,0.243524,serial,euclidean,quick
10000,150,2,5,0.014831,0.023855,parallel,euclidean,quick
10000,250,2,5,0.083944,0.369800,serial,euclidean,quick
10000,250,2,5,0.026905,0.029847,parallel,euclidean,quick
10000,350,2,5,0.103055,0.554754,serial,euclidean,quick
10000,350,2,5,0.027529,0.044092,parallel,euclidean,quick
10000,450,2,5,0.151310,0.654305,serial,euclidean,quick
10000,450,2,5,0.043463,0.049542,parallel,euclidean,quick
15000,50,2,5,0.025051,0.140210,serial,euclidean,quick
15000,50,2,5,0.009455,0.010884,parallel,euclidean,quick
15000,150,2,5,0.058085,0.317338,serial,euclidean,quick
15000,150,2,5,0.021949,0.029485,parallel,euclidean,quick
15000,250,2,5,0.107326,0.582767,serial,euclidean,quick
15000,250,2,5,0.024813,0.050027,parallel,euclidean,quick
15000,350,2,5,0.177697,0.801768,serial,euclidean,quick
15000,350,2,5,0.038343,0.069397,parallel,euclidean,quick
15000,450,2,5,0.229532,1.041082,serial,euclidean,quick
15000,450,2,5,0.044619,0.072257,parallel,euclidean,quick
20000,50,2,5,0.033453,0.191858,serial,euclidean,quick
20000,50,2,5,0.007217,0.019309,parallel,euclidean,quick
20000,150,2,5,0.100119,0.455259,serial,euclidean,quick
20000,150,2,5,0.024962,0.036359,parallel,euclidean,quick
20000,250,2,5,0.166749,0.800586,serial,euclidean,quick
20000,250,2,5,0.033238,0.055677,parallel,euclidean,quick
20000,350,2,5,0.231886,1.078958,serial,euclidean,quick
20000,350,2,5,0.041104,0.081930,parallel,euclidean,quick
20000,450,2,5,0.295000,1.302350,serial,euclidean,quick
20000,450,2,5,0.052272,0.102791,parallel,euclidean,quick
25000,50,2,5,0.041279,0.244694,serial,euclidean,quick
25000,50,2,5,0.008988,0.020961,parallel,euclidean,quick
25000,150,2,5,0.124250,0.560699,serial,euclidean,quick
25000,150,2,5,0.021823,0.049513,parallel,euclidean,quick
25000,250,2,5,0.208637,0.937682,serial,euclidean,quick
25000,250,2,5,0.036351,0.073783,parallel,euclidean,quick
25000,350,2,5,0.291237,1.383900,serial,euclidean,quick
25000,350,2,5,0.044375,0.095112,parallel,euclidean,quick
25000,450,2,5,0.374649,1.872122,serial,euclidean,quick
25000,450,2,5,0.055430,0.115772,parallel,euclidean,quick
30000,50,2,5,0.049616,0.286820,serial,euclidean,quick
30000,50,2,5,0.009402,0.023913,parallel,euclidean,quick
30000,150,2,5,0.140201,0.673644,serial,euclidean,quick
30000,150,2,5,0.027347,0.066776,parallel,euclidean,quick
30000,250,2,5,0.243203,1.124006,serial,euclidean,quick
30000,250,2,5,0.040390,0.080876,parallel,euclidean,quick
30000,350,2,5,0.333688,1.764613,serial,euclidean,quick
30000,350,2,5,0.047600,0.123806,parallel,euclidean,quick
30000,450,2,5,0.418353,2.354928,serial,euclidean,quick
30000,450,2,5,0.065090,0.138933,parallel,euclidean,quick
10000,50,2,5,0.008649,0.090222,serial,manhattan,quick
10000,50,2,5,0.006758,0.014244,parallel,manhattan,quick
10000,150,2,5,0.025975,0.241161,serial,manhattan,quick
10000,150,2,5,0.019505,0.027593,parallel,manhattan,quick
10000,250,2,5,0.042748,0.411003,serial,manhattan,quick
10000,250,2,5,0.017587,0.033397,parallel,manhattan,quick
10000,350,2,5,0.060660,0.505562,serial,manhattan,quick
10000,350,2,5,0.027844,0.044171,parallel,manhattan,quick
10000,450,2,5,0.077544,0.682271,serial,manhattan,quick
10000,450,2,5,0.030577,0.064266,parallel,manhattan,quick
15000,50,2,5,0.012944,0.140314,serial,manhattan,quick
15000,50,2,5,0.007503,0.013867,parallel,manhattan,quick
15000,150,2,5,0.038694,0.361962,serial,manhattan,quick
15000,150,2,5,0.017629,0.034412,parallel,manhattan,quick
15000,250,2,5,0.063197,0.560626,serial,manhattan,quick
15000,250,2,5,0.027283,0.051555,parallel,manhattan,quick
15000,350,2,5,0.091285,0.835400,serial,manhattan,quick
15000,350,2,5,0.034201,0.063877,parallel,manhattan,quick
15000,450,2,5,0.114558,1.023806,serial,manhattan,quick
15000,450,2,5,0.040507,0.085638,parallel,manhattan,quick
20000,50,2,5,0.017349,0.147918,serial,manhattan,quick
20000,50,2,5,0.012143,0.027562,parallel,manhattan,quick
20000,150,2,5,0.054017,0.562760,serial,manhattan,quick
20000,150,2,5,0.025945,0.032393,parallel,manhattan,quick
20000,250,2,5,0.085022,0.788306,serial,manhattan,quick
20000,250,2,5,0.031769,0.051870,parallel,manhattan,quick
20000,350,2,5,0.118509,1.151849,serial,manhattan,quick
20000,350,2,5,0.036503,0.075807,parallel,manhattan,quick
20000,450,2,5,0.154721,1.376127,serial,manhattan,quick
20000,450,2,5,0.046271,0.094157,parallel,manhattan,quick
25000,50,2,5,0.021229,0.250271,serial,manhattan,quick
25000,50,2,5,0.008350,0.023357,parallel,manhattan,quick
25000,150,2,5,0.066025,0.605910,serial,manhattan,quick
25000,150,2,5,0.018196,0.048281,parallel,manhattan,quick
25000,250,2,5,0.093836,1.077511,serial,manhattan,quick
25000,250,2,5,0.030178,0.073971,parallel,manhattan,quick
25000,350,2,5,0.140148,1.502560,serial,manhattan,quick
25000,350,2,5,0.040613,0.093611,parallel,manhattan,quick
25000,450,2,5,0.196795,1.835278,serial,manhattan,quick
25000,450,2,5,0.095020,0.133444,parallel,manhattan,quick
30000,50,2,5,0.025280,0.282975,serial,manhattan,quick
30000,50,2,5,0.010622,0.029294,parallel,manhattan,quick
30000,150,2,5,0.077821,0.739125,serial,manhattan,quick
30000,150,2,5,0.019288,0.068896,parallel,manhattan,quick
30000,250,2,5,0.127065,1.235142,serial,manhattan,quick
30000,250,2,5,0.030785,0.089947,parallel,manhattan,quick
30000,350,2,5,0.176948,1.920769,serial,manhattan,quick
30000,350,2,5,0.036524,0.105544,parallel,manhattan,quick
30000,450,2,5,0.230223,2.340367,serial,manhattan,quick
30000,450,2,5,0.052321,0.139469,parallel,manhattan,quick
10000,50,2,5,0.018442,0.146678,serial,euclidean,merge
10000,50,2,5,0.007036,0.023869,parallel,euclidean,merge
10000,150,2,5,0.053136,0.395787,serial,euclidean,merge
10000,150,2,5,0.016976,0.035011,parallel,euclidean,merge
10000,250,2,5,0.084448,0.645854,serial,euclidean,merge
10000,250,2,5,0.022648,0.066422,parallel,euclidean,merge
10000,350,2,5,0.094528,0.807454,serial,euclidean,merge
10000,350,2,5,0.028942,0.077386,parallel,euclidean,merge
10000,450,2,5,0.154195,1.091707,serial,euclidean,merge
10000,450,2,5,0.037742,0.092357,parallel,euclidean,merge
15000,50,2,5,0.026632,0.222485,serial,euclidean,merge
15000,50,2,5,0.006748,0.020830,parallel,euclidean,merge
15000,150,2,5,0.075038,0.576289,serial,euclidean,merge
15000,150,2,5,0.019220,0.056513,parallel,euclidean,merge
15000,250,2,5,0.102422,0.873686,serial,euclidean,merge
15000,250,2,5,0.029165,0.080080,parallel,euclidean,merge
15000,350,2,5,0.180449,1.306133,serial,euclidean,merge
15000,350,2,5,0.040619,0.102555,parallel,euclidean,merge
15000,450,2,5,0.228199,1.653366,serial,euclidean,merge
15000,450,2,5,0.045751,0.120646,parallel,euclidean,merge
20000,50,2,5,0.033509,0.305334,serial,euclidean,merge
20000,50,2,5,0.015795,0.032023,parallel,euclidean,merge
20000,150,2,5,0.102685,0.778787,serial,euclidean,merge
20000,150,2,5,0.020274,0.076970,parallel,euclidean,merge
20000,250,2,5,0.166616,1.277093,serial,euclidean,merge
20000,250,2,5,0.057547,0.090925,parallel,euclidean,merge
20000,350,2,5,0.182531,1.669863,serial,euclidean,merge
20000,350,2,5,0.057338,0.128854,parallel,euclidean,merge
20000,450,2,5,0.273632,2.265859,serial,euclidean,merge
20000,450,2,5,0.063784,0.163815,parallel,euclidean,merge
25000,50,2,5,0.043093,0.343853,serial,euclidean,merge
25000,50,2,5,0.011860,0.033576,parallel,euclidean,merge
25000,150,2,5,0.125961,0.969953,serial,euclidean,merge
25000,150,2,5,0.023842,0.069566,parallel,euclidean,merge
25000,250,2,5,0.179747,1.637162,serial,euclidean,merge
25000,250,2,5,0.034840,0.116321,parallel,euclidean,merge
25000,350,2,5,0.276065,2.151155,serial,euclidean,merge
25000,350,2,5,0.050370,0.166537,parallel,euclidean,merge
25000,450,2,5,0.356374,2.679052,serial,euclidean,merge
25000,450,2,5,0.056723,0.212336,parallel,euclidean,merge
30000,50,2,5,0.050742,0.427445,serial,euclidean,merge
30000,50,2,5,0.014673,0.042980,parallel,euclidean,merge
30000,150,2,5,0.150495,1.122924,serial,euclidean,merge
30000,150,2,5,0.026189,0.099467,parallel,euclidean,merge
30000,250,2,5,0.233463,1.861194,serial,euclidean,merge
30000,250,2,5,0.043695,0.128943,parallel,euclidean,merge
30000,350,2,5,0.344793,2.915060,serial,euclidean,merge
30000,350,2,5,0.048078,0.192398,parallel,euclidean,merge
30000,450,2,5,0.427539,3.557975,serial,euclidean,merge
30000,450,2,5,0.061090,0.221392,parallel,euclidean,merge
10000,50,2,5,0.008664,0.124107,serial,manhattan,merge
10000,50,2,5,0.009022,0.015878,parallel,manhattan,merge
10000,150,2,5,0.025708,0.368611,serial,manhattan,merge
10000,150,2,5,0.019407,0.033997,parallel,manhattan,merge
10000,250,2,5,0.037559,0.585305,serial,manhattan,merge
10000,250,2,5,0.022361,0.052173,parallel,manhattan,merge
10000,350,2,5,0.059554,0.889251,serial,manhattan,merge
10000,350,2,5,0.028117,0.070807,parallel,manhattan,merge
10000,450,2,5,0.076567,1.095610,serial,manhattan,merge
10000,450,2,5,0.036442,0.083265,parallel,manhattan,merge
15000,50,2,5,0.012570,0.215382,serial,manhattan,merge
15000,50,2,5,0.007619,0.022386,parallel,manhattan,merge
15000,150,2,5,0.038401,0.577045,serial,manhattan,merge
15000,150,2,5,0.018907,0.047921,parallel,manhattan,merge
15000,250,2,5,0.063881,1.008047,serial,manhattan,merge
15000,250,2,5,0.027798,0.072643,parallel,manhattan,merge
15000,350,2,5,0.088811,1.363168,serial,manhattan,merge
15000,350,2,5,0.040013,0.102017,parallel,manhattan,merge
15000,450,2,5,0.117076,1.643596,serial,manhattan,merge
15000,450,2,5,0.040948,0.111680,parallel,manhattan,merge
20000,50,2,5,0.016811,0.260010,serial,manhattan,merge
20000,50,2,5,0.009147,0.026039,parallel,manhattan,merge
20000,150,2,5,0.050569,0.753187,serial,manhattan,merge
20000,150,2,5,0.022602,0.053768,parallel,manhattan,merge
20000,250,2,5,0.068996,1.234725,serial,manhattan,merge
20000,250,2,5,0.035788,0.104870,parallel,manhattan,merge
20000,350,2,5,0.118454,1.828035,serial,manhattan,merge
20000,350,2,5,0.037825,0.121311,parallel,manhattan,merge
20000,450,2,5,0.152910,2.110864,serial,manhattan,merge
20000,450,2,5,0.047695,0.165878,parallel,manhattan,merge
25000,50,2,5,0.023075,0.336520,serial,manhattan,merge
25000,50,2,5,0.008998,0.031779,parallel,manhattan,merge
25000,150,2,5,0.048365,0.866886,serial,manhattan,merge
25000,150,2,5,0.018217,0.078778,parallel,manhattan,merge
25000,250,2,5,0.084055,1.453468,serial,manhattan,merge
25000,250,2,5,0.029293,0.123185,parallel,manhattan,merge
25000,350,2,5,0.150777,2.266024,serial,manhattan,merge
25000,350,2,5,0.040415,0.167800,parallel,manhattan,merge
25000,450,2,5,0.191579,3.074360,serial,manhattan,merge
25000,450,2,5,0.056692,0.214968,parallel,manhattan,merge
30000,50,2,5,0.026788,0.365894,serial,manhattan,merge
30000,50,2,5,0.008625,0.034049,parallel,manhattan,merge
30000,150,2,5,0.058185,1.075727,serial,manhattan,merge
30000,150,2,5,0.041968,0.099912,parallel,manhattan,merge
30000,250,2,5,0.133692,1.798886,serial,manhattan,merge
30000,250,2,5,0.034984,0.139109,parallel,manhattan,merge
30000,350,2,5,0.185306,2.565346,serial,manhattan,merge
30000,350,2,5,0.045008,0.186797,parallel,manhattan,merge
30000,450,2,5,0.217674,3.685345,serial,manhattan,merge
30000,450,2,5,0.058759,0.236563,parallel,manhattan,merge
200,50,2,5,0.000650,0.006090,serial,euclidean,insertion
200,50,2,5,0.003420,0.005324,parallel,euclidean,insertion
200,150,2,5,0.001186,0.016030,serial,euclidean,insertion
200,150,2,5,0.000387,0.001956,parallel,euclidean,insertion
200,250,2,5,0.002795,0.026584,serial,euclidean,insertion
200,250,2,5,0.000573,0.003106,parallel,euclidean,insertion
200,350,2,5,0.003504,0.037163,serial,euclidean,insertion
200,350,2,5,0.000727,0.004321,parallel,euclidean,insertion
200,450,2,5,0.004232,0.047635,serial,euclidean,insertion
200,450,2,5,0.000857,0.005513,parallel,euclidean,insertion
